"","ensembl_gene_id","external_gene_name","refseq_mrna"
"15124","ENSG00000149547","EI24","NM_004879"
"15125","ENSG00000115129","TP53I3","NM_004881"
"15126","ENSG00000138433","CIR1","NM_004882"
"15127","ENSG00000158458","NRG2","NM_004883"
"15128","ENSG00000174498","IGDCC3","NM_004884"
"15129","ENSG00000056291","NPFFR2","NM_004885"
"15130","ENSG00000011132","APBA3","NM_004886"
"15131","ENSG00000145824","CXCL14","NM_004887"
"15132","ENSG00000136888","ATP6V1G1","NM_004888"
"15133","ENSG00000241468","ATP5MF","NM_004889"
"15134","ENSG00000091640","SPAG7","NM_004890"
"15135","ENSG00000243147","MRPL33","NM_004891"
"15136","ENSG00000265808","SEC22B","NM_004892"
"15137","ENSG00000113648","MACROH2A1","NM_004893"
"15138","ENSG00000156411","ATP5MJ","NM_004894"
"15139","ENSG00000162711","NLRP3","NM_004895"
"15140","ENSG00000122958","VPS26A","NM_004896"
"15141","ENSG00000107789","MINPP1","NM_004897"
"15142","ENSG00000134852","CLOCK","NM_004898"
"15143","ENSG00000158019","BABAM2","NM_004899"
"15144","ENSG00000179750","APOBEC3B","NM_004900"
"15145","ENSG00000197217","ENTPD4","NM_004901"
"15146","ENSG00000131051","RBM39","NM_004902"
"15147","ENSG00000146592","CREB5","NM_004904"
"15148","ENSG00000117592","PRDX6","NM_004905"
"15149","ENSG00000146457","WTAP","NM_004906"
"15150","ENSG00000160888","IER2","NM_004907"
"15151","ENSG00000110697","PITPNM1","NM_004910"
"15152","ENSG00000155660","PDIA4","NM_004911"
"15153","ENSG00000001631","KRIT1","NM_004912"
"15154","ENSG00000075399","VPS9D1","NM_004913"
"15155","ENSG00000100228","RAB36","NM_004914"
"15156","ENSG00000160179","ABCG1","NM_004915"
"15157","ENSG00000167749","KLK4","NM_004917"
"15158","ENSG00000213231","TCL1B","NM_004918"
"15159","ENSG00000176986","SEC24C","NM_004922"
"15160","ENSG00000132749","TESMIN","NM_004923"
"15161","ENSG00000282844","ACTN4","NM_004924"
"15162","ENSG00000130402","ACTN4","NM_004924"
"15163","ENSG00000165272","AQP3","NM_004925"
"15164","ENSG00000185650","ZFP36L1","NM_004926"
"15165","ENSG00000149792","MRPL49","NM_004927"
"15166","ENSG00000160226","CFAP410","NM_004928"
"15167","ENSG00000104327","CALB1","NM_004929"
"15168","ENSG00000077549","CAPZB","NM_004930"
"15169","ENSG00000172116","CD8B","NM_004931"
"15170","ENSG00000113361","CDH6","NM_004932"
"15171","ENSG00000129910","CDH15","NM_004933"
"15172","ENSG00000145526","CDH18","NM_004934"
"15173","ENSG00000164885","CDK5","NM_004935"
"15174","ENSG00000147883","CDKN2B","NM_004936"
"15175","ENSG00000040531","CTNS","NM_004937"
"15176","ENSG00000196730","DAPK1","NM_004938"
"15177","ENSG00000079785","DDX1","NM_004939"
"15178","ENSG00000067596","DHX8","NM_004941"
"15179","ENSG00000285433","DEFB4B","NM_004942"
"15180","ENSG00000171711","DEFB4A","NM_004942"
"15181","ENSG00000185800","DMWD","NM_004943"
"15182","ENSG00000163687","DNASE1L3","NM_004944"
"15183","ENSG00000079805","DNM2","NM_004945"
"15184","ENSG00000134516","DOCK2","NM_004946"
"15185","ENSG00000088538","DOCK3","NM_004947"
"15186","ENSG00000134765","DSC1","NM_004948"
"15187","ENSG00000134755","DSC2","NM_004949"
"15188","ENSG00000083782","EPYC","NM_004950"
"15189","ENSG00000169508","GPR183","NM_004951"
"15190","ENSG00000143590","EFNA3","NM_004952"
"15191","ENSG00000114867","EIF4G1","NM_004953"
"15192","ENSG00000072518","MARK2","NM_004954"
"15193","ENSG00000006468","ETV1","NM_004956"
"15194","ENSG00000136877","FPGS","NM_004957"
"15195","ENSG00000198793","MTOR","NM_004958"
"15196","ENSG00000136931","NR5A1","NM_004959"
"15197","ENSG00000089280","FUS","NM_004960"
"15198","ENSG00000102287","GABRE","NM_004961"
"15199","ENSG00000266524","GDF10","NM_004962"
"15200","ENSG00000070019","GUCY2C","NM_004963"
"15201","ENSG00000116478","HDAC1","NM_004964"
"15202","ENSG00000205581","HMGN1","NM_004965"
"15203","ENSG00000169813","HNRNPF","NM_004966"
"15204","ENSG00000029559","IBSP","NM_004967"
"15205","ENSG00000003147","ICA1","NM_004968"
"15206","ENSG00000119912","IDE","NM_004969"
"15207","ENSG00000099769","IGFALS","NM_004970"
"15208","ENSG00000096968","JAK2","NM_004972"
"15209","ENSG00000008083","JARID2","NM_004973"
"15210","ENSG00000177301","KCNA2","NM_004974"
"15211","ENSG00000158445","KCNB1","NM_004975"
"15212","ENSG00000129159","KCNC1","NM_004976"
"15213","ENSG00000131398","KCNC3","NM_004977"
"15214","ENSG00000116396","KCNC4","NM_004978"
"15215","ENSG00000292214","KCND1","NM_004979"
"15216","ENSG00000102057","KCND1","NM_004979"
"15217","ENSG00000171385","KCND3","NM_004980"
"15218","ENSG00000168135","KCNJ4","NM_004981"
"15219","ENSG00000121361","KCNJ8","NM_004982"
"15220","ENSG00000162728","KCNJ9","NM_004983"
"15221","ENSG00000155980","KIF5A","NM_004984"
"15222","ENSG00000133703","KRAS","NM_004985"
"15223","ENSG00000126777","KTN1","NM_004986"
"15224","ENSG00000169756","LIMS1","NM_004987"
"15225","ENSG00000198681","MAGEA1","NM_004988"
"15226","ENSG00000166986","MARS1","NM_004990"
"15227","ENSG00000085276","MECOM","NM_004991"
"15228","ENSG00000169057","MECP2","NM_004992"
"15229","ENSG00000066427","ATXN3","NM_004993"
"15230","ENSG00000100985","MMP9","NM_004994"
"15231","ENSG00000157227","MMP14","NM_004995"
"15232","ENSG00000278183","ABCC1","NM_004996"
"15233","ENSG00000103222","ABCC1","NM_004996"
"15234","ENSG00000133055","MYBPH","NM_004997"
"15235","ENSG00000157483","MYO1E","NM_004998"
"15236","ENSG00000196586","MYO6","NM_004999"
"15237","ENSG00000128609","NDUFA5","NM_005000"
"15238","ENSG00000267855","NDUFA7","NM_005001"
"15239","ENSG00000139180","NDUFA9","NM_005002"
"15240","ENSG00000004779","NDUFAB1","NM_005003"
"15241","ENSG00000166136","NDUFB8","NM_005004"
"15242","ENSG00000147684","NDUFB9","NM_005005"
"15243","ENSG00000283447","NDUFS1","NM_005006"
"15244","ENSG00000023228","NDUFS1","NM_005006"
"15245","ENSG00000234530","NFKBIL1","NM_005007"
"15246","ENSG00000227565","NFKBIL1","NM_005007"
"15247","ENSG00000236196","NFKBIL1","NM_005007"
"15248","ENSG00000235125","NFKBIL1","NM_005007"
"15249","ENSG00000206440","NFKBIL1","NM_005007"
"15250","ENSG00000236346","NFKBIL1","NM_005007"
"15251","ENSG00000204498","NFKBIL1","NM_005007"
"15252","ENSG00000100138","SNU13","NM_005008"
"15253","ENSG00000103202","NME4","NM_005009"
"15254","ENSG00000091129","NRCAM","NM_005010"
"15255","ENSG00000106459","NRF1","NM_005011"
"15256","ENSG00000185483","ROR1","NM_005012"
"15257","ENSG00000070081","NUCB2","NM_005013"
"15258","ENSG00000291355","OMD","NM_005014"
"15259","ENSG00000127083","OMD","NM_005014"
"15260","ENSG00000155463","OXA1L","NM_005015"
"15261","ENSG00000197111","PCBP2","NM_005016"
"15262","ENSG00000161217","PCYT1A","NM_005017"
"15263","ENSG00000276977","PDCD1","NM_005018"
"15264","ENSG00000188389","PDCD1","NM_005018"
"15265","ENSG00000115252","PDE1A","NM_005019"
"15266","ENSG00000154678","PDE1C","NM_005020"
"15267","ENSG00000154269","ENPP3","NM_005021"
"15268","ENSG00000108518","PFN1","NM_005022"
"15269","ENSG00000164219","PGGT1B","NM_005023"
"15270","ENSG00000242550","SERPINB10","NM_005024"
"15271","ENSG00000163536","SERPINI1","NM_005025"
"15272","ENSG00000171608","PIK3CD","NM_005026"
"15273","ENSG00000105647","PIK3R2","NM_005027"
"15274","ENSG00000150867","PIP4K2A","NM_005028"
"15275","ENSG00000107859","PITX3","NM_005029"
"15276","ENSG00000166851","PLK1","NM_005030"
"15277","ENSG00000266964","FXYD1","NM_005031"
"15278","ENSG00000102024","PLS3","NM_005032"
"15279","ENSG00000123737","EXOSC9","NM_005033"
"15280","ENSG00000147669","POLR2K","NM_005034"
"15281","ENSG00000099821","POLRMT","NM_005035"
"15282","ENSG00000186951","PPARA","NM_005036"
"15283","ENSG00000132170","PPARG","NM_005037"
"15284","ENSG00000171497","PPID","NM_005038"
"15285","ENSG00000251655","PRB1","NM_005039"
"15286","ENSG00000137509","PRCP","NM_005040"
"15287","ENSG00000180644","PRF1","NM_005041"
"15288","ENSG00000183943","PRKX","NM_005044"
"15289","ENSG00000189056","RELN","NM_005045"
"15290","ENSG00000169035","KLK7","NM_005046"
"15291","ENSG00000095261","PSMD5","NM_005047"
"15292","ENSG00000144407","PTH2R","NM_005048"
"15293","ENSG00000241945","PWP2","NM_005049"
"15294","ENSG00000119688","ABCD4","NM_005050"
"15295","ENSG00000172053","QARS1","NM_005051"
"15296","ENSG00000169750","RAC3","NM_005052"
"15297","ENSG00000179262","RAD23A","NM_005053"
"15298","ENSG00000015568","RGPD5","NM_005054"
"15299","ENSG00000165917","RAPSN","NM_005055"
"15300","ENSG00000117222","RBBP5","NM_005057"
"15301","ENSG00000234414","RBMY1A1","NM_005058"
"15302","ENSG00000107014","RLN2","NM_005059"
"15303","ENSG00000143365","RORC","NM_005060"
"15304","ENSG00000291929","RPL3L","NM_005061"
"15305","ENSG00000140986","RPL3L","NM_005061"
"15306","ENSG00000099194","SCD","NM_005063"
"15307","ENSG00000276114","CCL23","NM_005064"
"15308","ENSG00000274736","CCL23","NM_005064"
"15309","ENSG00000071537","SEL1L","NM_005065"
"15310","ENSG00000116560","SFPQ","NM_005066"
"15311","ENSG00000181788","SIAH2","NM_005067"
"15312","ENSG00000112246","SIM1","NM_005068"
"15313","ENSG00000159263","SIM2","NM_005069"
"15314","ENSG00000114923","SLC4A3","NM_005070"
"15315","ENSG00000105143","SLC1A6","NM_005071"
"15316","ENSG00000124067","SLC12A4","NM_005072"
"15317","ENSG00000088386","SLC15A1","NM_005073"
"15318","ENSG00000124568","SLC17A1","NM_005074"
"15319","ENSG00000184144","CNTN2","NM_005076"
"15320","ENSG00000196781","TLE1","NM_005077"
"15321","ENSG00000140332","TLE3","NM_005078"
"15322","ENSG00000076554","TPD52","NM_005079"
"15323","ENSG00000100219","XBP1","NM_005080"
"15324","ENSG00000121060","TRIM25","NM_005082"
"15325","ENSG00000146070","PLA2G7","NM_005084"
"15326","ENSG00000126883","NUP214","NM_005085"
"15327","ENSG00000123096","SSPN","NM_005086"
"15328","ENSG00000114416","FXR1","NM_005087"
"15329","ENSG00000292343","AKAP17A","NM_005088"
"15330","ENSG00000197976","AKAP17A","NM_005088"
"15331","ENSG00000169249","ZRSR2","NM_005089"
"15332","ENSG00000168970","JMJD7-PLA2G4B","NM_005090"
"15333","ENSG00000008438","PGLYRP1","NM_005091"
"15334","ENSG00000120337","TNFSF18","NM_005092"
"15335","ENSG00000078699","CBFA2T2","NM_005093"
"15336","ENSG00000167114","SLC27A4","NM_005094"
"15337","ENSG00000146463","ZMYM4","NM_005095"
"15338","ENSG00000147130","ZMYM3","NM_005096"
"15339","ENSG00000108231","LGI1","NM_005097"
"15340","ENSG00000178860","MSC","NM_005098"
"15341","ENSG00000158859","ADAMTS4","NM_005099"
"15342","ENSG00000131016","AKAP12","NM_005100"
"15343","ENSG00000187608","ISG15","NM_005101"
"15344","ENSG00000171055","FEZ2","NM_005102"
"15345","ENSG00000149557","FEZ1","NM_005103"
"15346","ENSG00000234704","BRD2","NM_005104"
"15347","ENSG00000234507","BRD2","NM_005104"
"15348","ENSG00000230678","BRD2","NM_005104"
"15349","ENSG00000236227","BRD2","NM_005104"
"15350","ENSG00000235307","BRD2","NM_005104"
"15351","ENSG00000215077","BRD2","NM_005104"
"15352","ENSG00000204256","BRD2","NM_005104"
"15353","ENSG00000265241","RBM8A","NM_005105"
"15354","ENSG00000157036","EXOG","NM_005107"
"15355","ENSG00000093217","XYLB","NM_005108"
"15356","ENSG00000172939","OXSR1","NM_005109"
"15357","ENSG00000131459","GFPT2","NM_005110"
"15358","ENSG00000071127","WDR1","NM_005112"
"15359","ENSG00000066455","GOLGA5","NM_005113"
"15360","ENSG00000002587","HS3ST1","NM_005114"
"15361","ENSG00000013364","MVP","NM_005115"
"15362","ENSG00000089057","SLC23A2","NM_005116"
"15363","ENSG00000162344","FGF19","NM_005117"
"15364","ENSG00000181634","TNFSF15","NM_005118"
"15365","ENSG00000054118","THRAP3","NM_005119"
"15366","ENSG00000184634","MED12","NM_005120"
"15367","ENSG00000108510","MED13","NM_005121"
"15368","ENSG00000143257","NR1I3","NM_005122"
"15369","ENSG00000012504","NR1H4","NM_005123"
"15370","ENSG00000124789","NUP153","NM_005124"
"15371","ENSG00000173992","CCS","NM_005125"
"15372","ENSG00000174738","NR1D2","NM_005126"
"15373","ENSG00000110852","CLEC2B","NM_005127"
"15374","ENSG00000142197","DOP1B","NM_005128"
"15375","ENSG00000137440","FGFBP1","NM_005130"
"15376","ENSG00000079134","THOC1","NM_005131"
"15377","ENSG00000285007","REC8","NM_005132"
"15378","ENSG00000100918","REC8","NM_005132"
"15379","ENSG00000173653","RCE1","NM_005133"
"15380","ENSG00000154845","PPP4R1","NM_005134"
"15381","ENSG00000140199","SLC12A6","NM_005135"
"15382","ENSG00000070413","DGCR2","NM_005137"
"15383","ENSG00000284194","SCO2","NM_005138"
"15384","ENSG00000138772","ANXA3","NM_005139"
"15385","ENSG00000183862","CNGA2","NM_005140"
"15386","ENSG00000171564","FGB","NM_005141"
"15387","ENSG00000134812","CBLIF","NM_005142"
"15388","ENSG00000257017","HP","NM_005143"
"15389","ENSG00000168453","HR","NM_005144"
"15390","ENSG00000175467","SART1","NM_005146"
"15391","ENSG00000276726","DNAJA3","NM_005147"
"15392","ENSG00000103423","DNAJA3","NM_005147"
"15393","ENSG00000109103","UNC119","NM_005148"
"15394","ENSG00000143178","TBX19","NM_005149"
"15395","ENSG00000101557","USP14","NM_005151"
"15396","ENSG00000103194","USP10","NM_005153"
"15397","ENSG00000138592","USP8","NM_005154"
"15398","ENSG00000206256","PPT2","NM_005155"
"15399","ENSG00000168452","PPT2","NM_005155"
"15400","ENSG00000228116","PPT2","NM_005155"
"15401","ENSG00000236649","PPT2","NM_005155"
"15402","ENSG00000231618","PPT2","NM_005155"
"15403","ENSG00000206329","PPT2","NM_005155"
"15404","ENSG00000227600","PPT2","NM_005155"
"15405","ENSG00000221988","PPT2","NM_005155"
"15406","ENSG00000119314","PTBP3","NM_005156"
"15407","ENSG00000097007","ABL1","NM_005157"
"15408","ENSG00000143322","ABL2","NM_005158"
"15409","ENSG00000159251","ACTC1","NM_005159"
"15410","ENSG00000100077","GRK3","NM_005160"
"15411","ENSG00000134817","APLNR","NM_005161"
"15412","ENSG00000142208","AKT1","NM_005163"
"15413","ENSG00000173208","ABCD2","NM_005164"
"15414","ENSG00000109107","ALDOC","NM_005165"
"15415","ENSG00000105290","APLP1","NM_005166"
"15416","ENSG00000155367","PPM1J","NM_005167"
"15417","ENSG00000115963","RND3","NM_005168"
"15418","ENSG00000165462","PHOX2A","NM_005169"
"15419","ENSG00000183734","ASCL2","NM_005170"
"15420","ENSG00000123268","ATF1","NM_005171"
"15421","ENSG00000172238","ATOH1","NM_005172"
"15422","ENSG00000074370","ATP2A3","NM_005173"
"15423","ENSG00000165629","ATP5F1C","NM_005174"
"15424","ENSG00000159199","ATP5MC1","NM_005175"
"15425","ENSG00000135390","ATP5MC2","NM_005176"
"15426","ENSG00000033627","ATP6V0A1","NM_005177"
"15427","ENSG00000069399","BCL3","NM_005178"
"15428","ENSG00000168283","BMI1","NM_005180"
"15429","ENSG00000164879","CA3","NM_005181"
"15430","ENSG00000168748","CA7","NM_005182"
"15431","ENSG00000102001","CACNA1F","NM_005183"
"15432","ENSG00000160014","CALM3","NM_005184"
"15433","ENSG00000178363","CALML3","NM_005185"
"15434","ENSG00000014216","CAPN1","NM_005186"
"15435","ENSG00000129993","CBFA2T3","NM_005187"
"15436","ENSG00000110395","CBL","NM_005188"
"15437","ENSG00000173894","CBX2","NM_005189"
"15438","ENSG00000112237","CCNC","NM_005190"
"15439","ENSG00000121594","CD80","NM_005191"
"15440","ENSG00000100526","CDKN3","NM_005192"
"15441","ENSG00000131264","CDX4","NM_005193"
"15442","ENSG00000172216","CEBPB","NM_005194"
"15443","ENSG00000221869","CEBPD","NM_005195"
"15444","ENSG00000053254","FOXN3","NM_005197"
"15445","ENSG00000100288","CHKB","NM_005198"
"15446","ENSG00000196811","CHRNG","NM_005199"
"15447","ENSG00000179934","CCR8","NM_005201"
"15448","ENSG00000171812","COL8A2","NM_005202"
"15449","ENSG00000107968","MAP3K8","NM_005204"
"15450","ENSG00000156885","COX6A2","NM_005205"
"15451","ENSG00000167193","CRK","NM_005206"
"15452","ENSG00000099942","CRKL","NM_005207"
"15453","ENSG00000108255","CRYBA1","NM_005208"
"15454","ENSG00000182187","CRYGB","NM_005210"
"15455","ENSG00000182578","CSF1R","NM_005211"
"15456","ENSG00000171209","CSN3","NM_005212"
"15457","ENSG00000121552","CSTA","NM_005213"
"15458","ENSG00000163599","CTLA4","NM_005214"
"15459","ENSG00000187323","DCC","NM_005215"
"15460","ENSG00000244038","DDOST","NM_005216"
"15461","ENSG00000284835","DEFA3","NM_005217"
"15462","ENSG00000239839","DEFA3","NM_005217"
"15463","ENSG00000284881","DEFB1","NM_005218"
"15464","ENSG00000164825","DEFB1","NM_005218"
"15465","ENSG00000131504","DIAPH1","NM_005219"
"15466","ENSG00000064195","DLX3","NM_005220"
"15467","ENSG00000105880","DLX5","NM_005221"
"15468","ENSG00000006377","DLX6","NM_005222"
"15469","ENSG00000213918","DNASE1","NM_005223"
"15470","ENSG00000116017","ARID3A","NM_005224"
"15471","ENSG00000101412","E2F1","NM_005225"
"15472","ENSG00000213694","S1PR3","NM_005226"
"15473","ENSG00000243364","EFNA4","NM_005227"
"15474","ENSG00000146648","EGFR","NM_005228"
"15475","ENSG00000126767","ELK1","NM_005229"
"15476","ENSG00000111145","ELK3","NM_005230"
"15477","ENSG00000288401","CTTN","NM_005231"
"15478","ENSG00000085733","CTTN","NM_005231"
"15479","ENSG00000284816","EPHA1","NM_005232"
"15480","ENSG00000146904","EPHA1","NM_005232"
"15481","ENSG00000044524","EPHA3","NM_005233"
"15482","ENSG00000160113","NR2F6","NM_005234"
"15483","ENSG00000178568","ERBB4","NM_005235"
"15484","ENSG00000175595","ERCC4","NM_005236"
"15485","ENSG00000134954","ETS1","NM_005238"
"15486","ENSG00000157557","ETS2","NM_005239"
"15487","ENSG00000117036","ETV3","NM_005240"
"15488","ENSG00000085276","MECOM","NM_005241"
"15489","ENSG00000164251","F2RL1","NM_005242"
"15490","ENSG00000182944","EWSR1","NM_005243"
"15491","ENSG00000064655","EYA2","NM_005244"
"15492","ENSG00000083857","FAT1","NM_005245"
"15493","ENSG00000151422","FER","NM_005246"
"15494","ENSG00000186895","FGF3","NM_005247"
"15495","ENSG00000000938","FGR","NM_005248"
"15496","ENSG00000176165","FOXG1","NM_005249"
"15497","ENSG00000176678","FOXL1","NM_005250"
"15498","ENSG00000176692","FOXC2","NM_005251"
"15499","ENSG00000170345","FOS","NM_005252"
"15500","ENSG00000075426","FOSL2","NM_005253"
"15501","ENSG00000104064","GABPB1","NM_005254"
"15502","ENSG00000178950","GAK","NM_005255"
"15503","ENSG00000148935","GAS2","NM_005256"
"15504","ENSG00000141448","GATA6","NM_005257"
"15505","ENSG00000137880","GCHFR","NM_005258"
"15506","ENSG00000138379","MSTN","NM_005259"
"15507","ENSG00000164404","GDF9","NM_005260"
"15508","ENSG00000164949","GEM","NM_005261"
"15509","ENSG00000291944","GFER","NM_005262"
"15510","ENSG00000127554","GFER","NM_005262"
"15511","ENSG00000162676","GFI1","NM_005263"
"15512","ENSG00000151892","GFRA1","NM_005264"
"15513","ENSG00000265107","GJA5","NM_005266"
"15514","ENSG00000121634","GJA8","NM_005267"
"15515","ENSG00000189280","GJB5","NM_005268"
"15516","ENSG00000111087","GLI1","NM_005269"
"15517","ENSG00000074047","GLI2","NM_005270"
"15518","ENSG00000148672","GLUD1","NM_005271"
"15519","ENSG00000134183","GNAT2","NM_005272"
"15520","ENSG00000172354","GNB2","NM_005273"
"15521","ENSG00000174021","GNG5","NM_005274"
"15522","ENSG00000235986","GNL1","NM_005275"
"15523","ENSG00000229470","GNL1","NM_005275"
"15524","ENSG00000232143","GNL1","NM_005275"
"15525","ENSG00000206412","GNL1","NM_005275"
"15526","ENSG00000228581","GNL1","NM_005275"
"15527","ENSG00000226882","GNL1","NM_005275"
"15528","ENSG00000206492","GNL1","NM_005275"
"15529","ENSG00000204590","GNL1","NM_005275"
"15530","ENSG00000167588","GPD1","NM_005276"
"15531","ENSG00000150625","GPM6A","NM_005277"
"15532","ENSG00000046653","GPM6B","NM_005278"
"15533","ENSG00000283448","CMKLR2","NM_005279"
"15534","ENSG00000183671","CMKLR2","NM_005279"
"15535","ENSG00000181773","GPR3","NM_005281"
"15536","ENSG00000177464","GPR4","NM_005282"
"15537","ENSG00000173578","XCR1","NM_005283"
"15538","ENSG00000146360","GPR6","NM_005284"
"15539","ENSG00000288611","NPBWR1","NM_005285"
"15540","ENSG00000277339","NPBWR2","NM_005286"
